Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
4.470	60.77	93.9130	5.0980
4.478	60.86	93.9100	5.0978
4.487	60.94	93.9070	5.0976
4.495	61.02	93.9039	5.0975
4.503	61.11	93.9008	5.0973
4.512	61.19	93.8976	5.0971
4.520	61.27	93.8945	5.0970
4.528	61.36	93.8914	5.0968
4.537	61.44	93.8881	5.0966
4.545	61.52	93.8851	5.0965
4.553	61.61	93.8823	5.0963
4.562	61.69	93.8792	5.0961
4.570	61.78	93.8763	5.0960
4.578	61.86	93.8735	5.0958
4.587	61.94	93.8708	5.0957
4.595	62.03	93.8677	5.0955
4.603	62.11	93.8647	5.0954
4.612	62.19	93.8617	5.0952
4.620	62.28	93.8586	5.0950
4.628	62.36	93.8553	5.0948
4.637	62.44	93.8523	5.0947
4.645	62.53	93.8493	5.0945
4.653	62.61	93.8463	5.0944
4.662	62.69	93.8432	5.0942
4.670	62.78	93.8402	5.0940
4.678	62.86	93.8374	5.0939
4.687	62.94	93.8346	5.0937
4.695	63.03	93.8319	5.0936
4.703	63.11	93.8292	5.0934
4.712	63.19	93.8264	5.0933
4.720	63.28	93.8237	5.0931
4.728	63.36	93.8209	5.0930
4.737	63.44	93.8181	5.0928
4.745	63.53	93.8152	5.0927
4.753	63.61	93.8122	5.0925
4.762	63.70	93.8091	5.0923
4.770	63.78	93.8061	5.0922
4.778	63.86	93.8033	5.0920
4.787	63.95	93.8006	5.0919
4.795	64.03	93.7977	5.0917
4.803	64.11	93.7949	5.0916
4.812	64.20	93.7920	5.0914
4.820	64.28	93.7892	5.0913
4.828	64.36	93.7866	5.0911
4.837	64.45	93.7838	5.0910
4.845	64.53	93.7809	5.0908
4.853	64.61	93.7779	5.0906
4.862	64.70	93.7751	5.0905
4.870	64.78	93.7724	5.0903
4.878	64.86	93.7698	5.0902
4.887	64.95	93.7673	5.0901
4.895	65.03	93.7645	5.0899
4.903	65.11	93.7619	5.0898
4.912	65.20	93.7592	5.0896
4.920	65.28	93.7565	5.0895
4.928	65.36	93.7537	5.0893
4.937	65.45	93.7510	5.0892
4.945	65.53	93.7484	5.0890
4.953	65.61	93.7457	5.0889
4.962	65.70	93.7432	5.0888
4.970	65.78	93.7402	5.0886
4.978	65.86	93.7368	5.0884
4.987	65.95	93.7335	5.0882
4.995	66.03	93.7307	5.0881
5.003	66.11	93.7281	5.0879
5.012	66.20	93.7255	5.0878
5.020	66.28	93.7229	5.0877
5.028	66.36	93.7202	5.0875
5.037	66.45	93.7175	5.0874
5.045	66.53	93.7148	5.0872
5.053	66.61	93.7121	5.0871
5.062	66.70	93.7097	5.0869
5.070	66.78	93.7074	5.0868
5.078	66.86	93.7050	5.0867
5.087	66.95	93.7024	5.0865
5.095	67.03	93.6998	5.0864
5.103	67.11	93.6973	5.0863
5.112	67.20	93.6948	5.0861
5.120	67.28	93.6922	5.0860
5.128	67.36	93.6895	5.0858
5.137	67.45	93.6870	5.0857
5.145	67.53	93.6842	5.0856
5.153	67.61	93.6814	5.0854
5.162	67.70	93.6789	5.0853
5.170	67.78	93.6765	5.0851
5.178	67.86	93.6742	5.0850
5.187	67.95	93.6715	5.0849
5.195	68.03	93.6688	5.0847
5.203	68.12	93.6662	5.0846
5.212	68.20	93.6639	5.0844
5.220	68.28	93.6616	5.0843
5.228	68.37	93.6591	5.0842
5.237	68.45	93.6568	5.0841
5.245	68.53	93.6544	5.0839
5.253	68.62	93.6521	5.0838
5.262	68.70	93.6497	5.0837
5.270	68.78	93.6470	5.0835
5.278	68.87	93.6444	5.0834
